,index,sessionid,next,userHash,latitude,longitude,connectionType,platformType,country_code
0,762212,-9222766980438305802,False,-9102495143376997791,41.8183,-87.6095,2,7,us
1,1136757,-9222000346158437530,False,3815087660763149607,32.8685,-97.2863,2,7,us
2,763082,-9221499073410237622,False,5362131968915420490,53.1659,-1.2113,2,7,gb
3,763390,-9221266712617725231,False,-757974270091717420,41.8904,12.5126,1,7,it
4,763380,-9221266712617725231,True,-757974270091717420,41.8904,12.5126,1,7,it
5,761857,-9221216468857363620,False,-807702928420421476,19.4588,-99.2578,2,4,mx
6,759529,-9220910205973241314,False,-4792161209807875585,24.144,120.6844,2,4,tw
7,761210,-9220025044315788835,False,7723187159016220983,38.1176,-86.9245,2,7,us
8,1136408,-9217779750507134191,False,-5376148706296556815,24.9389,121.5422,2,4,tw
9,1136319,-9217779750507134191,True,-5376148706296556815,24.9389,121.5422,2,4,tw
10,762925,-9216595183381493514,False,-7929171161401690438,53.1447,8.9003,2,5,de
11,289315,-9216544692736712906,False,3201698728542134698,55.8486,-4.2216,2,7,gb
12,760577,-9215290556041125693,False,-2982618909363293175,-41.3675,174.7153,2,7,nz
13,882777,-9214519254449692591,False,8423944733135078558,30.2944,-89.815,1,1,us
14,882581,-9214519254449692591,True,8423944733135078558,30.2944,-89.815,1,1,us
15,13608,-9214329853984816792,False,-8931959616319302551,41.886,-71.3457,2,7,us
16,761474,-9212057148139746676,False,7578914738267842635,4.6351,-74.0703,2,7,co
17,249248,-9212033114856777973,False,-7670491561024205841,36.9201,-76.2122,1,5,us
18,759761,-9210743895497126225,False,42949313805150167,40.0881,-74.1963,2,7,us
19,761025,-9210614193292243303,False,-7314622990915858421,40.8627,-73.6351,1,5,us
20,761626,-9210243286893602745,False,-4367685611376641767,41.0429,-74.1004,2,7,us
21,364125,-9208286049748683812,False,-1565963210944866555,51.3986,-0.3473,1,7,gb
22,364118,-9208178178689667298,False,8800598211479180928,38.2676,140.87,1,1,jp
23,761392,-9208170788057145414,False,-8292009960547380055,13.6769,-89.2797,2,4,sv
24,9715,-9207148177807427287,False,-1990239657272404889,18.3861,-66.0434,1,5,us
25,760405,-9204743841602333881,False,-1711892458042585565,26.517,-80.0841,1,1,us
26,1136457,-9204632085314078082,False,7576399839805344061,31.6182,-106.3822,2,4,mx
27,1136322,-9204632085314078082,True,7576399839805344061,31.6182,-106.3822,2,4,mx
28,763525,-9203832314038644857,False,5810449182421635583,34.9091,137.1298,2,5,jp
29,9812,-9203763488226765935,False,3776549239946478101,41.2615,-95.8304,2,7,us
30,760157,-9203584531402215604,False,8225749799327636680,34.1211,-117.4362,2,1,us
31,759855,-9203537313748274736,False,507230406611067713,41.028,-75.978,2,7,us
32,882839,-9202786721453343073,False,-372270807622312858,35.6096,139.7283,2,4,jp
33,882837,-9202786721453343073,True,-372270807622312858,35.6096,139.7283,2,4,jp
34,760895,-9202022868669644650,False,4528225719902940763,43.5991,2.2413,2,5,fr
35,189028,-9200507052637751834,False,4731889935488525383,24.6569,46.7179,2,5,sa
36,762817,-9200056366578306653,False,5111971577090481051,38.731,-9.1373,1,1,pt
37,762687,-9198354042101986148,False,1816573525750392338,43.3115,-73.6448,2,5,us
38,763522,-9197924632139370306,False,-5349833904995771612,35.4346,139.6483,1,5,jp
39,760951,-9196758825663006383,False,-8449113015118119822,51.4899,3.891,1,5,nl
40,763084,-9194765294607034264,False,8555421715387433280,36.0812,138.0535,2,4,jp
41,763120,-9194765294607034264,True,8555421715387433280,36.0812,138.0535,2,4,jp
42,762340,-9194139078303106633,False,-3182788364293890894,38.6273,-76.9859,2,4,us
43,762342,-9194139078303106633,True,-3182788364293890894,38.6273,-76.9859,2,4,us
44,13532,-9194024674888606751,False,9138713626166526556,40.0711,-75.2051,2,7,us
45,763238,-9193082027485925758,False,1765390940151934588,43.5428,10.3298,2,1,it
46,759966,-9192817946938793792,False,-5747456923812554641,32.296,-81.2354,2,5,us
47,759894,-9192069587362828686,False,5624526314817077476,41.2327,-96.1138,1,1,us
48,761776,-9190727212840903326,False,5899440063892720620,44.2454,-76.5813,1,1,ca
49,248807,-9189275679431149727,False,-7711155670030362925,41.8018,-87.5993,2,5,us
50,364112,-9188674412523632588,False,-4197578196279549371,43.0763,141.3654,1,1,jp
51,363831,-9188674412523632588,True,-4197578196279549371,43.0763,141.3654,1,1,jp
52,760216,-9188383577655450281,False,-8133737833899003531,48.8607,2.3281,1,1,fr
53,735799,-9187602820708288514,False,7742412132821705824,33.9553,-117.2457,1,7,us
54,288959,-9187040961500436187,False,-137834984084494568,40.7706,-80.3576,2,1,us
55,288970,-9187040961500436187,True,-137834984084494568,40.7706,-80.3576,2,1,us
56,761277,-9184445110149210188,False,1793045920328034985,25.7703,-80.2072,2,5,us
57,760775,-9184322171528505073,False,-1046150812203424023,47.1691,-122.5065,2,7,us
58,760974,-9184225915425592118,False,932640982167758533,35.6897,139.6895,1,5,jp
59,1136775,-9183396475233177641,False,-896344042815704384,33.5038,-112.0253,2,7,us
60,1136781,-9183396475233177641,True,-896344042815704384,33.5038,-112.0253,2,7,us
61,762968,-9182762184302177761,False,-3201834610230592097,41.8904,12.5126,1,5,it
62,763133,-9181171017496760003,False,4466652809499438897,35.4578,139.546,2,5,jp
63,760458,-9180525638812136612,False,3587229303543971335,34.3914,-77.6597,2,7,us
64,189408,-9179615594625593115,False,-9005200539326720793,27.9139,-15.4314,1,5,es
65,762856,-9179448643114856565,False,8733312481806496597,52.4077,4.6343,1,1,nl
66,9453,-9179247829930139508,False,-2853849237318925627,36.0344,-114.9705,2,4,us
67,762370,-9176409684049602221,False,154782318369467035,41.6078,-87.7524,2,4,us
68,760031,-9176281205455950271,False,9205264777757890260,40.7416,-84.1522,1,5,us
69,1136391,-9175908442966164214,False,8001426963366812451,-26.2659,-48.9987,2,1,br
70,1136314,-9175908442966164214,True,8001426963366812451,-26.2659,-48.9987,2,1,br
71,761439,-9175669234920928099,False,-1909325954048464267,40.3626,-83.7565,1,5,us
72,763273,-9174510769118212297,False,6515303573866220405,47.4704,-0.5463,2,4,fr
73,761344,-9172869861416195217,False,8476090495232326571,36.1053,-79.8762,1,1,us
74,763330,-9172806262544334109,False,-3514038055318284818,48.6822,6.1862,1,5,fr
75,1136132,-9172336476191827779,False,5850263001333855633,33.4485,-82.2011,1,7,us
76,1136114,-9172336476191827779,True,5850263001333855633,33.4485,-82.2011,1,7,us
77,763128,-9171928972395884762,False,-6260317313577334074,34.5017,135.5908,2,4,jp
78,763123,-9171928972395884762,True,-6260317313577334074,34.5017,135.5908,2,4,jp
79,9405,-9169115119408087664,False,-6975034429794885576,33.9098,-118.0714,1,1,us
80,9424,-9169115119408087664,True,-6975034429794885576,33.9098,-118.0714,1,1,us
81,189265,-9166127130031843485,False,-3798869074135379106,39.4602,-0.4598,1,7,es
82,763457,-9165710302928424163,False,6222677697249829008,13.7594,100.4889,1,1,th
83,760663,-9165303509898433932,False,8927792026572140544,32.7104,-117.0528,1,5,us
84,760606,-9163950847188000779,False,1502504058951081505,43.5885,-116.1918,1,7,us
85,1136410,-9163301212138635362,False,8878581022865827097,43.6129,143.2103,2,4,jp
86,1136320,-9163301212138635362,True,8878581022865827097,43.6129,143.2103,2,4,jp
87,364106,-9163142323216104727,False,7024230169833062702,34.2149,-119.1761,1,1,us
88,363725,-9163142323216104727,True,7024230169833062702,34.2149,-119.1761,1,1,us
89,230173,-9162182941438820719,False,-8452030321523291926,40.544,-74.3521,1,1,us
90,761653,-9161895671676386558,False,5476752068780797332,32.799,-96.956,2,1,us
91,289183,-9161431498223406086,False,1091846256454571357,42.9595,1.612,2,4,fr
92,289216,-9161431498223406086,True,1091846256454571357,42.9595,1.612,2,4,fr
93,762302,-9161245170517371458,False,-7867511387610605908,-0.2143,-78.5017,2,1,ec
94,762297,-9161245170517371458,True,-7867511387610605908,-0.2143,-78.5017,2,1,ec
95,761557,-9160486027178760761,False,-8577772758917010699,33.9332,-83.3536,2,7,us
96,762413,-9159977297835366473,False,-8969034497483560229,34.0259,-80.9547,2,5,us
97,763165,-9159881901969454664,False,-800491931738914268,50.9298,6.9489,1,1,de
98,364119,-9159290914570113915,False,4469308469516902991,-37.8109,144.9544,2,7,au
99,760759,-9158879524363803576,False,-535091940378069994,19.4354,-99.1427,1,7,mx
100,762242,-9158859366303977306,False,-3644559369771656992,33.1047,-96.0927,1,7,us
101,289289,-9158783504410821219,False,-7246981490813269918,26.4336,50.1116,1,7,sa
102,289276,-9158783504410821219,True,-7246981490813269918,26.4336,50.1116,1,7,sa
103,85528,-9158666313808204147,False,4816634334115315654,29.6584,-98.4987,2,7,us
104,85496,-9158666313808204147,True,4816634334115315654,29.6584,-98.4987,2,7,us
105,288992,-9158449371276988713,False,6161570636379658430,34.0964,-117.8582,1,1,us
106,289042,-9158449371276988713,True,6161570636379658430,34.0964,-117.8582,1,1,us
107,760613,-9157677797581453287,False,-6734636776331399895,47.1691,-122.5065,1,5,us
108,9579,-9156099877902363023,False,3356083996219778915,48.8582,2.3387,1,5,fr
109,762103,-9155088322798946373,False,-4392123986116700698,25.793,-100.253,2,7,mx
110,85314,-9154320122652332932,False,-3913594687811071775,-20.6477,-43.8043,2,7,br
111,761802,-9153957084828005948,False,-1800429657371084945,33.4669,-94.0774,2,4,us
112,248168,-9153194805041976131,False,-1231215940930852015,28.998,-106.229,1,7,mx
113,760070,-9151790813757466952,False,3975215028942493702,30.4522,-95.71,1,1,us
114,760499,-9150892121329577496,False,4132312610864761840,44.3546,-79.6889,2,7,ca
115,248276,-9150633302919740225,False,-6098708641437007903,46.1877,6.0981,2,5,ch
116,759822,-9150025718023747633,False,-2597609782655284,43.0037,-78.8496,2,7,us
117,248396,-9149672786942446543,False,3184540238774335377,40.7484,-73.862,2,7,us
118,762512,-9149365715891277293,False,6019843749045132026,30.8936,-83.3235,2,5,us
119,762760,-9148917857458943230,False,-4812992804844752021,28.7739,-81.6463,2,7,us
120,760334,-9148665485041219869,False,4376475424753465001,50.8516,12.8986,2,5,de
121,760644,-9148582081498129491,False,-2885912215046401578,34.5102,-96.9764,2,5,us
122,760629,-9148582081498129491,True,-2885912215046401578,34.5102,-96.9764,2,5,us
123,85145,-9147634072307227517,False,8830281428805146866,33.9739,-81.2345,2,4,us
124,760262,-9147322727636033671,False,2319552663155677575,48.6854,2.135,2,1,fr
125,161719,-9146955139407480592,False,3435575850160003152,47.0803,2.4,1,1,fr
126,762997,-9146444360135545650,False,6263742835599056141,43.7045,7.2597,2,5,fr
127,763624,-9145787500632236338,False,-4842198988951375725,41.61,-70.9193,1,7,us
128,761193,-9145727368740545228,False,7458999943644845968,33.5077,-81.6877,1,7,us
129,761985,-9143236964386230287,False,-8480307312416984976,32.3974,-93.8052,2,5,us
130,9799,-9142525703578797809,False,2765682569138232437,49.756,2.8084,2,7,fr
131,289243,-9142053585828776774,False,-22550206308306303,22.9356,-109.943,2,4,mx
132,289271,-9142053585828776774,True,-22550206308306303,22.9356,-109.943,2,4,mx
133,1136115,-9141740529985738158,False,6484806474122502376,45.3495,-75.7742,1,1,ca
134,1136113,-9141740529985738158,True,6484806474122502376,45.3495,-75.7742,1,1,ca
135,1136403,-9139857028903568318,False,-7004492110746657046,51.2294,6.7855,2,4,de
136,1136317,-9139857028903568318,True,-7004492110746657046,51.2294,6.7855,2,4,de
137,760394,-9138862302789826821,False,6229625121369573162,32.1453,-110.9456,1,1,us
138,301406,-9135637349440259792,False,6972667811900326400,40.7256,-74.1594,1,5,us
139,1136198,-9131155978621946402,False,306242240691541406,34.6781,135.5135,1,5,jp
140,1136433,-9128953585577734632,False,-7182680585389085250,5.2884,103.0965,2,5,my
141,1136321,-9128953585577734632,True,-7182680585389085250,5.2884,103.0965,2,5,my
142,299737,-9128784648198191939,False,7964569998066659425,45.791,4.846,2,5,fr
143,1054916,-9127182067128418430,False,-8775201656323195520,48.3994,13.309,2,5,de
144,1054875,-9127182067128418430,True,-8775201656323195520,48.3994,13.309,2,5,de
145,248333,-9126095848165356066,False,3253997722842614098,28.5815,-81.485,1,7,us
146,248221,-9125540243603556948,False,8943021382292469546,52.3543,4.8951,1,1,nl
147,300600,-9124619792879345080,False,5899725772970451534,38.6831,-89.9842,2,7,us
148,300138,-9124059601665251900,False,-8367965189216480741,33.9482,-83.9944,2,4,us
149,1054953,-9121663438202548335,False,6975187325999624117,29.5593,-97.9631,1,5,us
150,1054876,-9121663438202548335,True,6975187325999624117,29.5593,-97.9631,1,5,us
151,299935,-9120541954412149389,False,4827872396314503180,33.7209,-116.2172,2,7,us
152,9319,-9120194528743229933,False,-2855895401827505921,45.4263,-91.4289,2,5,us
153,189431,-9119362846549751887,False,-3870082186515223233,48.767,9.1827,2,5,de
154,9262,-9119130460691551081,False,1090855596477742471,-23.6283,-46.6409,2,4,br
155,299459,-9118915890984607448,False,-3266976951488785925,43.5939,13.5086,2,1,it
156,299286,-9118333471752586344,False,7487398177577201000,34.1371,-117.6599,2,1,us
157,299285,-9118333471752586344,True,7487398177577201000,34.1371,-117.6599,2,1,us
158,289346,-9117559440592373235,False,-6750372804893338703,43.6842,-70.2816,2,7,us
159,298682,-9116939767710630952,False,-4589179535522023748,42.0751,-80.1464,2,4,us
160,298497,-9116613389453738384,False,5582907400093979334,37.9395,-122.3242,2,5,us
161,298120,-9116026338417099771,False,-6700499474370100714,-33.8563,151.2122,2,1,au
162,161380,-9111462062581457850,False,-4195385939373103096,45.675,-73.0512,2,1,ca
163,161387,-9111462062581457850,True,-4195385939373103096,45.675,-73.0512,2,1,ca
164,772316,-9110867798452229908,False,-6015964338550048922,-26.3811,27.8376,2,7,za
165,772313,-9110867798452229908,True,-6015964338550048922,-26.3811,27.8376,2,7,za
166,299476,-9110727771104364663,False,5568944824772105060,51.4621,5.6294,1,1,nl
167,301349,-9110528795306408222,False,-7935745181574365503,39.2087,-104.0702,1,5,us
168,301314,-9110528795306408222,True,-7935745181574365503,39.2087,-104.0702,1,5,us
169,858162,-9110510569594824774,False,-6972346715592385329,26.4493,-82.0859,2,4,us
170,858180,-9110510569594824774,True,-6972346715592385329,26.4493,-82.0859,2,4,us
171,882843,-9110496789233782778,False,2223390373006086588,35.4658,-120.6672,2,5,us
172,882838,-9110496789233782778,True,2223390373006086588,35.4658,-120.6672,2,5,us
173,1076663,-9109973505306133974,False,-5046793657441850547,24.6569,46.7179,1,5,sa
174,248801,-9109746925456991037,False,-1301048805899331948,38.7481,-77.2383,2,4,us
175,858154,-9106250908937678491,False,-8543132532161699659,30.2747,-82.1354,2,5,us
176,298547,-9106175226192473460,False,-5306904275790015511,43.11,-88.489,2,7,us
177,298528,-9106175226192473460,True,-5306904275790015511,43.11,-88.489,2,7,us
178,300040,-9105404438670628247,False,-7027631064688968239,39.2733,-74.5876,1,1,us
179,299164,-9105175616427965183,False,4217954099940879355,-19.9029,-43.9572,1,1,br
180,299692,-9103026527832356515,False,-969720676395422542,48.7498,2.3044,2,4,fr
181,298459,-9102933520768211115,False,-8495905185734359942,35.3199,-94.4018,2,5,us
182,161784,-9102346334547539165,False,-7194305579545839147,42.093,-79.244,1,5,us
183,301050,-9100750231357540848,False,-3523626896226020699,35.8401,139.8058,2,4,jp
184,301052,-9100750231357540848,True,-3523626896226020699,35.8401,139.8058,2,4,jp
185,300347,-9100517402550490317,False,-5826730130934060715,43.5235,-96.7385,1,1,us
186,300266,-9099503586974873034,False,-8230848068528718233,36.7986,-119.8107,2,7,us
187,85283,-9099313589058454639,False,-838624994918969118,43.5204,-80.2245,1,1,ca
188,299580,-9099085439702826967,False,2466489527096092895,51.3144,9.4593,1,1,de
189,772055,-9099038812570936924,False,6087646294301771242,45.9497,-108.599,1,7,us
190,772032,-9099038812570936924,True,6087646294301771242,45.9497,-108.599,1,7,us
191,299822,-9098793436786715658,False,962137069778662957,48.9097,2.4464,2,7,fr
192,301284,-9098756704187403830,False,6826177461868075061,35.6376,139.6568,1,5,jp
193,301265,-9098756704187403830,True,6826177461868075061,35.6376,139.6568,1,5,jp
194,299234,-9097687441615739393,False,-6600053891305606633,33.7443,-116.9764,1,1,us
195,538716,-9097505425597271316,False,5870971510339068786,37.7797,-122.4159,2,1,us
196,538707,-9097505425597271316,True,5870971510339068786,37.7797,-122.4159,2,1,us
197,300918,-9095791017919248912,False,5514753869279977680,49.4866,8.4624,1,5,de
198,300024,-9095468267802876662,False,7545650699722998695,45.4676,-73.6529,1,1,ca
199,858198,-9094245435855969228,False,-6560165105318793670,35.6655,139.404,2,4,jp
200,858195,-9094245435855969228,True,-6560165105318793670,35.6655,139.404,2,4,jp
201,249178,-9094200819857122630,False,8250984674507768976,33.491,-112.2491,2,7,us
202,298099,-9092283994746088842,False,6850925637725619395,-27.4732,153.0215,1,1,au
203,161467,-9092023912591587706,False,5177547214565592016,38.3523,-75.5386,1,7,us
204,538715,-9091321702555884303,False,-4777442949220856130,53.8258,-1.5205,1,1,gb
205,538706,-9091321702555884303,True,-4777442949220856130,53.8258,-1.5205,1,1,gb
206,300118,-9090925923721558821,False,428143972313920700,39.2367,-86.222,1,7,us
207,230134,-9090140691948499255,False,627019482264456036,53.4367,-2.9652,1,7,gb
208,882797,-9088541072376429869,False,6433983587805443133,41.8812,-87.8457,1,1,us
209,882601,-9088541072376429869,True,6433983587805443133,41.8812,-87.8457,1,1,us
210,299557,-9088410145526757088,False,8117135860692887981,45.8864,11.0429,2,1,it
211,161900,-9088153541254694615,False,9180834613374863560,38.3838,-82.4992,1,1,us
212,161879,-9088153541254694615,True,9180834613374863560,38.3838,-82.4992,1,1,us
213,1077074,-9087589717484735259,False,-95529253685883313,33.5886,131.2004,2,4,jp
214,1077092,-9087589717484735259,True,-95529253685883313,33.5886,131.2004,2,4,jp
215,299064,-9087264002129092919,False,-6429630066318277489,52.4778,-0.708,2,7,gb
216,300403,-9084184260407722573,False,-6639018539509229263,37.9249,-122.51,1,1,us
217,298206,-9083812423428687219,False,8488421796182342681,-37.8109,144.9544,2,7,au
218,298229,-9083812423428687219,True,8488421796182342681,-37.8109,144.9544,2,7,au
219,298587,-9083567899729111482,False,8549763301482044292,-38.2642,144.398,2,5,au
220,299875,-9083518968017411211,False,-6789713907437933154,35.6468,139.6546,2,4,jp
221,300228,-9082060945854875206,False,-5303110960673444461,35.7445,-95.3451,2,7,us
222,300256,-9082060945854875206,True,-5303110960673444461,35.7445,-95.3451,2,7,us
223,300046,-9081297365362274230,False,1220909999973067755,43.6004,1.4384,2,5,fr
224,299390,-9081294571283339281,False,-8953290400974314105,49.8375,-110.5161,1,1,ca
225,300856,-9081244459181089498,False,4157667254289520431,52.4646,4.609,2,1,nl
226,1054881,-9081077057326465080,False,8329161370260392029,35.4236,139.3721,2,1,jp
227,1054864,-9081077057326465080,True,8329161370260392029,35.4236,139.3721,2,1,jp
228,300463,-9080308760456041746,False,-7604907438029920017,42.0943,-76.8078,1,1,us
229,300144,-9079943614311181675,False,-2183128909367798046,21.1832,-101.6674,1,5,mx
230,9363,-9079538382654551735,False,-3692872584088300489,42.2463,-70.9972,1,1,us
231,299038,-9079160549108657384,False,5873165889316793370,48.4251,0.0648,2,7,fr
232,299157,-9078130589144362038,False,-8461676654268636303,35.4825,-86.4629,1,7,us
233,1054909,-9077647135012152009,False,8297027838815105715,40.7429,-73.9392,2,4,us
234,1054873,-9077647135012152009,True,8297027838815105715,40.7429,-73.9392,2,4,us
235,772064,-9077340136924252805,False,-4158643479824985965,-37.7789,145.16,1,1,au
236,772037,-9077340136924252805,True,-4158643479824985965,-37.7789,145.16,1,1,au
237,248758,-9076920170723761936,False,-695530316483294481,29.9149,-81.3672,2,5,us
238,299422,-9076797359594400578,False,-130847419996055430,25.555,-103.3711,2,7,mx
239,298274,-9076702657668492653,False,7566946974638930809,34.1979,-118.5371,2,7,us
240,772325,-9075240213916699080,False,4241592262003282291,39.7923,-85.9781,2,7,us
241,772314,-9075240213916699080,True,4241592262003282291,39.7923,-85.9781,2,7,us
242,300754,-9074830156024121520,False,2772219114621108081,40.8275,-73.1225,1,7,us
243,298972,-9074803459204292343,False,-3845019999949167539,38.4029,27.1447,1,1,tr
244,299795,-9074518353956570834,False,-3414727472332452803,26.4336,50.1116,2,5,sa
245,1054882,-9074364946424768702,False,-6699719167156539814,14.6258,121.039,2,1,ph
246,1054865,-9074364946424768702,True,-6699719167156539814,14.6258,121.039,2,1,ph
247,300705,-9073413478458464349,False,3942441252231894005,18.4615,-69.8965,2,7,do
248,301173,-9072668362654589079,False,-8298440998259010799,51.5263,-0.3559,2,5,gb
249,300517,-9072464534250761941,False,-8665447046674173277,33.8654,-84.3385,1,5,us
250,300363,-9071113543637145914,False,5968935719231274655,41.7059,-81.1997,1,1,us
251,298943,-9070780509484720200,False,4741062412658684427,34.1563,-118.0868,2,4,us
252,1076769,-9070487210523001918,False,-3670232624141408867,32.6537,-97.3742,2,7,us
253,1076809,-9070487210523001918,True,-3670232624141408867,32.6537,-97.3742,2,7,us
254,300867,-9069526190535108251,False,-4692437290728806631,50.8035,3.7576,1,1,be
255,300643,-9069111777966386957,False,7289133521693231689,40.0538,-86.1433,1,7,us
256,188942,-9066732856253832110,False,1231708023160702462,54.9912,-1.5336,1,1,gb
257,300932,-9066559883139278139,False,-4790978150015472594,48.8582,2.3387,1,7,fr
258,298666,-9066095065486389106,False,1769560443938602155,-36.8506,174.7679,2,7,nz
259,298360,-9065840291175530010,False,-2991461387410604698,39.2645,-76.6224,2,5,us
260,1077145,-9065456660347670968,False,2785139449547811733,19.2566,101.7144,2,1,la
261,1077169,-9065456660347670968,True,2785139449547811733,19.2566,101.7144,2,1,la
262,538718,-9064709790810080773,False,1020539381044960868,33.7908,-116.9801,2,5,us
263,538709,-9064709790810080773,True,1020539381044960868,33.7908,-116.9801,2,5,us
264,299896,-9064313953727363177,False,4617332370448201940,35.0025,136.9644,1,5,jp
265,1170152,-9064254793069169346,False,-4404151028658884988,33.8518,130.8503,1,1,jp
266,1170151,-9064254793069169346,True,-4404151028658884988,33.8518,130.8503,1,1,jp
267,299683,-9064057703297758398,False,-7747295973804617639,48.0734,-0.7631,1,1,fr
268,1054955,-9063373370828601241,False,6359790742245292818,33.5674,-117.1758,2,5,us
269,1054878,-9063373370828601241,True,6359790742245292818,33.5674,-117.1758,2,5,us
270,9664,-9062982193099624303,False,-7839283301332317175,27.2621,-80.3835,2,5,us
271,298826,-9062265261634038734,False,6437536438668155136,30.2884,-81.6361,2,7,us
272,858105,-9062020191649457339,False,-6583189831001408566,38.4207,-121.3623,2,7,us
273,858103,-9062020191649457339,True,-6583189831001408566,38.4207,-121.3623,2,7,us
274,299356,-9060020653621156495,False,1142961947741380474,37.3417,-121.9753,1,1,us
275,298760,-9059461480796199340,False,-3016942072103340094,19.1902,-100.1362,1,7,mx
276,301399,-9055573741413558803,False,652286908971930320,30.5875,-97.8535,2,7,us
277,301228,-9053548364320006876,False,-8479127411019522470,44.4071,8.95,1,5,it
278,300319,-9052775230366181438,False,4603842895237783089,38.8511,-104.7688,2,7,us
279,300798,-9051722387438890018,False,-4265388339335413367,49.9716,-97.1515,2,7,ca
280,499225,-9050832856306312448,False,-7166596511655636981,42.789,-73.9759,2,7,us
281,498767,-9045790406981809335,False,-4422168840710644918,34.3325,133.9819,1,5,jp
282,499733,-9045768617785339883,False,7000146310599054226,33.7657,-84.2951,2,7,us
283,497521,-9044937061191504034,False,5657787170294042254,34.9871,135.8417,1,1,jp
284,499881,-9043462587159440495,False,-5465287998257093670,33.8789,-117.5353,2,7,us
285,498676,-9042222049188080299,False,8260188022880615058,51.4643,-0.0119,2,5,gb
286,498080,-9041591084129357191,False,-7996672725185126396,37.9227,-83.261,2,4,us
287,498106,-9041516320133876020,False,6659123398239829928,20.6818,-103.445,2,4,mx
288,9154,-9040838329859552450,False,-1652952592799481386,42.1816,-76.8295,1,7,us
289,538721,-9038396950940950267,False,-1492418521831534492,41.8904,12.5126,1,1,it
290,538710,-9038396950940950267,True,-1492418521831534492,41.8904,12.5126,1,1,it
291,85633,-9038114832349165410,False,-6470194130701025248,19.1805,-96.2277,1,7,mx
292,161761,-9037735667634667448,False,5098308685383425923,42.9656,-85.65,2,7,us
293,499583,-9037214797835551308,False,-1866001741043533419,-37.8548,145.0944,2,7,au
294,499661,-9035142705752229706,False,4360891194990989197,28.2694,-81.4742,2,7,us
295,9195,-9034873338504853256,False,-2188982805572060638,34.4017,-99.02,2,5,us
296,499367,-9034682702113638053,False,5760497735261915174,39.6738,-104.9324,2,7,us
297,501133,-9034682702113638053,True,5760497735261915174,39.6738,-104.9324,2,7,us
298,499961,-9034331200658039238,False,-8638734294508438678,4.6351,-74.0703,2,7,co
299,772061,-9034080431922087506,False,8030531504389860666,39.4642,-87.3531,1,1,us
300,772036,-9034080431922087506,True,8030531504389860666,39.4642,-87.3531,1,1,us
301,497629,-9033367607864514280,False,3948476878942849789,41.6323,-80.1472,1,1,us
302,499984,-9032794423959044108,False,-2507431471978414930,29.3959,-98.4761,1,7,us
303,189299,-9030467215728171479,False,-9062483974805416531,-12.462,130.833,2,7,au
304,772067,-9030428437727537656,False,-5695324204490431594,20.6336,-103.4555,1,7,mx
305,772042,-9030428437727537656,True,-5695324204490431594,20.6336,-103.4555,1,7,mx
306,817029,-9029307958889147155,False,-6280179697786214689,33.9553,-117.2457,1,5,us
307,817027,-9029307958889147155,True,-6280179697786214689,33.9553,-117.2457,1,5,us
308,498793,-9029054600805780972,False,-2432113595324494171,24.9889,121.3176,1,5,tw
309,501025,-9029054600805780972,True,-2432113595324494171,24.9889,121.3176,1,5,tw
310,817115,-9028850358074833947,False,2684605502676661019,43.0477,-88.004,1,7,us
311,817104,-9028850358074833947,True,2684605502676661019,43.0477,-88.004,1,7,us
312,189124,-9027128050694636652,False,-4473371771483318903,43.4014,13.5583,1,1,it
313,499438,-9026242066658561973,False,6885632396665751609,45.3642,-122.6443,1,7,us
314,499624,-9025379992702932249,False,4874173296586490450,51.7977,-2.4306,2,7,gb
315,858055,-9025307160867701063,False,7154786115053058042,43.0801,-77.6342,2,4,us
316,858051,-9025307160867701063,True,7154786115053058042,43.0801,-77.6342,2,4,us
317,497624,-9021303360408548775,False,-6243608988583753634,40.9352,-73.8341,2,1,us
318,924296,-9019095064255814439,False,2317691007456382212,-34.8794,150.6039,2,7,au
319,924221,-9019095064255814439,True,2317691007456382212,-34.8794,150.6039,2,7,au
320,498802,-9018903685736757987,False,-1457796875011837878,38.061,-87.5501,2,5,us
321,500290,-9013793006993086248,False,5873875911742871598,27.8044,-82.2759,2,7,us
322,248424,-9013078755418597217,False,4433721872828587652,-23.5218,-46.7906,2,5,br
323,1076811,-9011559970652799497,False,1063782790821249871,34.0062,-117.4432,2,5,us
324,1076834,-9011559970652799497,True,1063782790821249871,34.0062,-117.4432,2,5,us
325,499241,-9011421595948986423,False,812867701041872630,43.7627,-79.7606,2,7,ca
326,498965,-9010488074706776061,False,481185204317543950,33.9277,-118.2034,2,5,us
327,499508,-9010315830441028452,False,-7301292981670959657,35.1587,-85.2163,1,7,us
328,501134,-9010315830441028452,True,-7301292981670959657,35.1587,-85.2163,1,7,us
329,497467,-9010314834564259432,False,899643786778752207,41.7517,-88.2414,1,1,us
330,499359,-9009959768050820019,False,-4835861122784852305,41.4712,-81.5248,2,7,us
331,501130,-9009959768050820019,True,-4835861122784852305,41.4712,-81.5248,2,7,us
332,498439,-9009776792365629983,False,1687189974392256995,43.2138,-77.4575,1,5,us
333,85418,-9007965982616821507,False,2429839749307095620,38.7914,-77.0818,1,7,us
334,497397,-9006380134557257794,False,-8635643984519110760,30.2133,-97.8533,1,1,us
335,772056,-9006290849479079931,False,7640181357501185239,40.325,-74.2682,1,7,us
336,772034,-9006290849479079931,True,7640181357501185239,40.325,-74.2682,1,7,us
